Hs.egID	gene.symbol	gene.alias	OMIM.ID	OMIM.name	info	gene.description	gene.type
100188837	AD13		611152	{Alzheimer disease-13} (2)	MIM:611152	Alzheimer disease-13	unknown
7507	XPA	XP1|XPAC	611153	Xeroderma pigmentosum, group A, 278700 (3)	MIM:611153|HGNC:HGNC:12814|Ensembl:ENSG00000136936|Vega:OTTHUMG00000020330	XPA, DNA damage recognition and repair factor	protein-coding
100188754	AD14		611154	{Alzheimer disease-14} (2)	MIM:611154	Alzheimer disease 14	unknown
100188838	AD15		611155	{Alzheimer disease-15} (2)	MIM:611155	Alzheimer disease-15	unknown
219285	SAMD9L	ATXPC|C7orf6|DRIF2|UEF1	611170	Ataxia-pancytopenia syndrome, 159550 (3)	MIM:611170|HGNC:HGNC:1349|Ensembl:ENSG00000177409|Vega:OTTHUMG00000155807	sterile alpha motif domain containing 9 like	protein-coding
57560	IFT80	ATD2|SRTD2|WDR56	611177	Short-rib thoracic dysplasia 2 with or without polydactyly, 611263 (3)	MIM:611177|HGNC:HGNC:29262|Ensembl:ENSG00000068885|Vega:OTTHUMG00000158953	intraflagellar transport 80	protein-coding
9780	PIEZO1	DHS|FAM38A|LMPH3|Mib	611184	Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema, 194380 (3);Lymphedema, hereditary, III, 616843 (3)	MIM:611184|HGNC:HGNC:28993|Ensembl:ENSG00000103335|Vega:OTTHUMG00000156776	piezo type mechanosensitive ion channel component 1	protein-coding
100302512	RLS6		611185	{Restless legs syndrome 6} (2)	MIM:611185	Restless legs syndrome, susceptibility to, 6	unknown
29123	ANKRD11	ANCO-1|ANCO1|LZ16|T13	611192	KBG syndrome, 148050 (3)	MIM:611192|HGNC:HGNC:21316|Ensembl:ENSG00000167522|Vega:OTTHUMG00000175548	ankyrin repeat domain 11	protein-coding
80331	DNAJC5	CLN4|CLN4B|CSP|DNAJC5A|NCL|mir-941-2|mir-941-3|mir-941-4|mir-941-5	611203	Ceroid lipofuscinosis, neuronal, 4, Parry type, 162350 (3)	MIM:611203|HGNC:HGNC:16235|Ensembl:ENSG00000101152|Vega:OTTHUMG00000033007	DnaJ heat shock protein family (Hsp40) member C5	protein-coding
440193	CCDC88C	DAPLE|HKRP2|KIAA1509|SCA40	611204	?Spinocerebellar ataxia 40, 616053 (3);Hydrocephalus, nonsyndromic, autosomal recessive, 236600 (3)	MIM:611204|HGNC:HGNC:19967|Ensembl:ENSG00000015133|Vega:OTTHUMG00000171099	coiled-coil domain containing 88C	protein-coding
146862	UNC45B	CMYA4|CTRCT43|SMUNC45|UNC-45B|UNC45	611220	?Cataract 43, 616279 (3)	MIM:611220|HGNC:HGNC:14304|Ensembl:ENSG00000141161|Vega:OTTHUMG00000132931	unc-45 myosin chaperone B	protein-coding
10000	AKT3	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	611223	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2, 615937 (3)	MIM:611223|HGNC:HGNC:393|Ensembl:ENSG00000117020|Vega:OTTHUMG00000039994	AKT serine/threonine kinase 3	protein-coding
8802	SUCLG1	GALPHA|MTDPS9|SUCLA1	611224	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3)	MIM:611224|HGNC:HGNC:11449|Ensembl:ENSG00000163541|Vega:OTTHUMG00000130023	succinate-CoA ligase alpha subunit	protein-coding
55151	TMEM38B	C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1	611236	Osteogenesis imperfecta, type XIV, 615066 (3)	MIM:611236|HGNC:HGNC:25535|Ensembl:ENSG00000095209|Vega:OTTHUMG00000020429	transmembrane protein 38B	protein-coding
100188839	RLS5		611242	{Restless legs syndrome 5} (2)	MIM:611242	Restless legs syndrome, susceptibility to, 5	unknown
100126593	MAFD4	BPAD	611247	Major affective disorder 4 (2)	MIM:611247	Major affective disorder 4	unknown
724107	SPG32	SPG29	611252	Spastic paraplegia 32, autosomal recessive (2)	MIM:611252|HGNC:HGNC:32314	spastic paraplegia 32 (autosomal recessive)	unknown
374654	KIF7	ACLS|AGBK|HLS2|JBTS12|UNQ340	611254	?Al-Gazali-Bakalinova syndrome, 607131 (3);?Hydrolethalus syndrome 2, 614120 (3);Acrocallosal syndrome, 200990 (3);Joubert syndrome 12, 200990 (3)	MIM:611254|HGNC:HGNC:30497|Ensembl:ENSG00000166813|Vega:OTTHUMG00000157177	kinesin family member 7	protein-coding
23424	TDRD7	CATC4|PCTAIRE2BP|TRAP	611258	Cataract 36, 613887 (3)	MIM:611258|HGNC:HGNC:30831|Ensembl:ENSG00000196116|Vega:OTTHUMG00000020326	tudor domain containing 7	protein-coding
54901	CDKAL1		611259	{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)	MIM:611259|HGNC:HGNC:21050|Ensembl:ENSG00000145996|Vega:OTTHUMG00000014340	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
777645	GLC1N		611274	Glaucoma 1, open angle, N (2)	MIM:611274|HGNC:HGNC:33163	glaucoma 1, open angle, N (juvenile-onset)	unknown
399564	GLC1H		611276	Glaucoma 1, open angle, H (2)	MIM:611276|HGNC:HGNC:23256	glaucoma 1, open angle, H (adult-onset)	unknown
9928	KIF14	MKS12	611279	?Meckel syndrome 12, 616258 (3)	MIM:611279|HGNC:HGNC:19181|Ensembl:ENSG00000118193|Vega:OTTHUMG00000035723	kinesin family member 14	protein-coding
79840	NHEJ1	XLF	611290	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation, 611291 (3)	MIM:611290|HGNC:HGNC:25737|Ensembl:ENSG00000187736|Vega:OTTHUMG00000133127	non-homologous end joining factor 1	protein-coding
54800	KLHL24	DRE1|EBSSH|KRIP6	611295	Epidermolysis bullosa simplex, generalized, with scarring and hair loss, 617294 (3)	MIM:611295|HGNC:HGNC:25947|Ensembl:ENSG00000114796|Vega:OTTHUMG00000156911	kelch like family member 24	protein-coding
387715	ARMS2	ARMD8	611313	{Macular degeneration, age-related, 8}, 613778 (3)	MIM:611313|HGNC:HGNC:32685|Ensembl:ENSG00000254636|Vega:OTTHUMG00000048232	age-related maculopathy susceptibility 2	protein-coding
23533	PIK3R5	F730038I15Rik|FOAP-2|P101-PI3K|p101	611317	Ataxia-oculomotor apraxia 3, 615217 (3)	MIM:611317|HGNC:HGNC:30035|Ensembl:ENSG00000141506|Vega:OTTHUMG00000108197	phosphoinositide-3-kinase regulatory subunit 5	protein-coding
10049	DNAJB6	DJ4|DnaJ|HHDJ1|HSJ-2|HSJ2|LGMD1D|LGMD1E|MRJ|MSJ-1	611332	Muscular dystrophy, limb-girdle, type 1E, 603511 (3)	MIM:611332|HGNC:HGNC:14888|Ensembl:ENSG00000105993|Vega:OTTHUMG00000157242	DnaJ heat shock protein family (Hsp40) member B6	protein-coding
84282	RNF135	L13|MMFD|REUL|Riplet	611358	Macrocephaly, macrosomia, facial dysmorphism syndrome, 614192 (3)	MIM:611358|HGNC:HGNC:21158|Ensembl:ENSG00000181481|Vega:OTTHUMG00000132867	ring finger protein 135	protein-coding
55215	FANCI	KIAA1794	611360	Fanconi anemia, complementation group I, 609053 (3)	MIM:611360|HGNC:HGNC:25568|Ensembl:ENSG00000140525|Vega:OTTHUMG00000132993	Fanconi anemia complementation group I	protein-coding
100126594	EJM4		611364	Myoclonic epilepsy, juvenile, 4 (2)	MIM:611364	Myoclonic epilepsy, juvenile, 4	unknown
100126595	MGS		611376	Mungan syndrome (2)	MIM:611376	Mungan syndrome	unknown
57609	DIP2B		611379	Mental retardation, FRA12A type, 136630 (3)	MIM:611379|HGNC:HGNC:29284|Ensembl:ENSG00000066084|Vega:OTTHUMG00000169475	disco interacting protein 2 homolog B	protein-coding
101241898	KAZA2		611381	{Kala-azar, susceptibility to, 2} (2)	MIM:611381	Kala-azar, susceptibility to, 2	unknown
101241899	KAZA3		611382	{Kala-azar, susceptibility to, 3} (2)	MIM:611382	Kala-azar, susceptibility to, 3	unknown
101910199	PFFE1		611384	{Plasmodium falciparum fever episodes QTL1} (2)	MIM:611384	Plasmodium falciparum fever episodes QTL1	unknown
23394	ADNP	ADNP1|HVDAS|MRD28	611386	Helsmoortel-van der Aa syndrome, 615873 (3)	MIM:611386|HGNC:HGNC:15766|Ensembl:ENSG00000101126|Vega:OTTHUMG00000032737	activity dependent neuroprotector homeobox	protein-coding
100188840	ASRT6		611403	{Asthma-related traits, susceptibility to, 6} (2)	MIM:611403	Asthma-related traits, susceptibility to, 6	unknown
167691	LCA5	C6orf152	611408	Leber congenital amaurosis 5, 604537 (3)	MIM:611408|HGNC:HGNC:31923|Ensembl:ENSG00000135338|Vega:OTTHUMG00000015080	LCA5, lebercilin	protein-coding
4948	OCA2	BEY|BEY1|BEY2|BOCA|D15S12|EYCL|EYCL2|EYCL3|HCL3|P|PED|SHEP1	611409	Albinism, brown oculocutaneous, 203200 (3);Albinism, oculocutaneous, type II, 203200 (3);[Skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3);[Skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3)	MIM:611409|HGNC:HGNC:8101|Ensembl:ENSG00000104044|Vega:OTTHUMG00000128871	OCA2 melanosomal transmembrane protein	protein-coding
9750	RIPOR2	C6orf32|DFNB104|DIFF40|DIFF48|FAM65B|MYONAP|PL48	611410	?Deafness, autosomal recessive 104, 616515 (3)	MIM:611410|HGNC:HGNC:13872|Ensembl:ENSG00000111913|Vega:OTTHUMG00000191459	RHO family interacting cell polarization regulator 2	protein-coding
125972	CALR3	CMH19|CRT2|CT93	611414	?Cardiomyopathy, hypertrophic, 19, 613875 (3)	MIM:611414|HGNC:HGNC:20407|Ensembl:ENSG00000269058|Vega:OTTHUMG00000152571	calreticulin 3	protein-coding
10847	SRCAP	DOMO1|EAF1|FLHS|SWR1	611421	Floating-Harbor syndrome, 136140 (3)	MIM:611421|HGNC:HGNC:16974|Ensembl:ENSG00000080603|Vega:OTTHUMG00000132393	Snf2 related CREBBP activator protein	protein-coding
9662	CEP135	CEP4|KIAA0635|MCPH8	611423	Microcephaly 8, primary, autosomal recessive, 614673 (3)	MIM:611423|HGNC:HGNC:29086|Ensembl:ENSG00000174799|Vega:OTTHUMG00000160748	centrosomal protein 135	protein-coding
29980	DONSON	B17|C21orf60|MIMIS|MISSLA	611428	Microcephaly, short stature, and limb abnormalities, 617604 (3);Microcephaly-micromelia syndrome, 251230 (3)	MIM:611428|HGNC:HGNC:2993|Ensembl:ENSG00000159147|Vega:OTTHUMG00000065904	downstream neighbor of SON	protein-coding
81704	DOCK8	HEL-205|MRD2|ZIR8	611432	Hyper-IgE recurrent infection syndrome, autosomal recessive, 243700 (3)	MIM:611432|HGNC:HGNC:19191|Ensembl:ENSG00000107099|Vega:OTTHUMG00000078789	dedicator of cytokinesis 8	protein-coding
9790	BMS1	ACC|BMS1L	611448	?Aplasia cutis congenita, nonsyndromic, 107600 (3)	MIM:611448|HGNC:HGNC:23505|Ensembl:ENSG00000165733|Vega:OTTHUMG00000018020	BMS1, ribosome biogenesis factor	protein-coding
101027378	ETM3		611456	Essential tremor, hereditary, 3 (2)	MIM:611456	Tremor, hereditary essential, 3	unknown
2720	GLB1	EBP|ELNR1|MPS4B	611458	GM1-gangliosidosis, type I, 230500 (3);GM1-gangliosidosis, type II, 230600 (3);GM1-gangliosidosis, type III, 230650 (3);Mucopolysaccharidosis type IVB (Morquio), 253010 (3)	MIM:611458|HGNC:HGNC:4298|Ensembl:ENSG00000170266|Vega:OTTHUMG00000155781	galactosidase beta 1	protein-coding
9842	PLEKHM1	AP162|B2|OPTB6	611466	Osteopetrosis, autosomal recessive 6, 611497 (3)	MIM:611466|HGNC:HGNC:29017|Ensembl:ENSG00000225190|Vega:OTTHUMG00000179074	pleckstrin homology and RUN domain containing M1	protein-coding
100188841	CRCS2		611469	{Colorectal cancer, susceptibility to, 2} (2)	MIM:611469	Colorectal cancer, susceptibility to, 2	unknown
55777	MBD5	MRD1	611472	Mental retardation, autosomal dominant 1, 156200 (3)	MIM:611472|HGNC:HGNC:20444|Ensembl:ENSG00000204406|Vega:OTTHUMG00000150440	methyl-CpG binding domain protein 5	protein-coding
55325	UFSP2	BHD|C4orf20	611482	?Hip dysplasia, Beukes type, 142669 (3)	MIM:611482|HGNC:HGNC:25640|Ensembl:ENSG00000109775|Vega:OTTHUMG00000160441	UFM1 specific peptidase 2	protein-coding
93426	SYCE1	C10orf94|CT76|POF12|SPGF15	611486	?Premature ovarian failure 12, 616947 (3);?Spermatogenic failure 15, 616950 (3)	MIM:611486|HGNC:HGNC:28852|Ensembl:ENSG00000171772|Vega:OTTHUMG00000019321	synaptonemal complex central element protein 1	protein-coding
107880065	ARMD10		611488	Macular degeneration, age-related, 10 (2)	MIM:611488	Macular degeneration, age-related, 10	unknown
760	CA2	CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282	611492	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730 (3)	MIM:611492|HGNC:HGNC:1373|Ensembl:ENSG00000104267|Vega:OTTHUMG00000164944	carbonic anhydrase 2	protein-coding
100188842	ATFB5		611494	{Atrial fibrillation, familial, 5} (2)	MIM:611494	Atrial fibrillation, familial, 5	unknown
126410	CYP4F22	ARCI5|INLNE|LI3	611495	Ichthyosis, congenital, autosomal recessive 5, 604777 (3)	MIM:611495|HGNC:HGNC:26820|Ensembl:ENSG00000171954|Vega:OTTHUMG00000182451	cytochrome P450 family 4 subfamily F member 22	protein-coding
2990	GUSB	BG|MPS7	611499	Mucopolysaccharidosis VII, 253220 (3)	MIM:611499|HGNC:HGNC:4696|Ensembl:ENSG00000169919|Vega:OTTHUMG00000023735	glucuronidase beta	protein-coding
23261	CAMTA1	CANPMR	611501	Cerebellar ataxia, nonprogressive, with mental retardation, 614756 (3)	MIM:611501|HGNC:HGNC:18806|Ensembl:ENSG00000171735|Vega:OTTHUMG00000001212	calmodulin binding transcription activator 1	protein-coding
493856	CISD2	ERIS|Miner1|NAF-1|WFS2|ZCD2	611507	Wolfram syndrome 2, 604928 (3)	MIM:611507|HGNC:HGNC:24212|Ensembl:ENSG00000145354|Vega:OTTHUMG00000161014	CDGSH iron sulfur domain 2	protein-coding
100049160	FEB7		611515	Febrile seizures, familial, 7 (2)	MIM:611515|HGNC:HGNC:33479	febrile convulsions 7	unknown
57038	RARS2	ArgRS|DALRD2|PCH6|PRO1992|RARSL	611524	Pontocerebellar hypoplasia, type 6, 611523 (3)	MIM:611524|HGNC:HGNC:21406|Ensembl:ENSG00000146282|Vega:OTTHUMG00000015178	arginyl-tRNA synthetase 2, mitochondrial	protein-coding
10436	EMG1	C2F|Grcc2f|NEP1	611531	Bowen-Conradi syndrome, 211180 (3)	MIM:611531|HGNC:HGNC:16912|Ensembl:ENSG00000126749|Ensembl:ENSG00000268439|Vega:OTTHUMG00000168968|Vega:OTTHUMG00000188247	EMG1, N1-specific pseudouridine methyltransferase	protein-coding
100188843	MAFD5		611535	{Major affective disorder 5} (2)	MIM:611535	Major affective disorder 5	unknown
100188844	MAFD6	BPAD	611536	{Major affective disorder 6} (2)	MIM:611536	Major affective disorder 6	unknown
27022	FOXD3	AIS1|Genesis|HFH2|VAMAS2	611539	{Autoimmune disease, susceptibility to, 1}, 607836 (3)	MIM:611539|HGNC:HGNC:3804|Ensembl:ENSG00000187140|Vega:OTTHUMG00000009141	forkhead box D3	protein-coding
411	ARSB	ASB|G4S|MPS6	611542	Mucopolysaccharidosis type VI (Maroteaux-Lamy), 253200 (3)	MIM:611542|HGNC:HGNC:714|Ensembl:ENSG00000113273|Vega:OTTHUMG00000108129	arylsulfatase B	protein-coding
259232	NALCN	CLIFAHDD|CanIon|IHPRF|IHPRF1|INNFD|VGCNL1|bA430M15.1	611549	Congenital contractures of the limbs and face, hypotonia, and developmental delay, 616266 (3);Hypotonia, infantile, with psychomotor retardation and characteristic facies 1, 615419 (3)	MIM:611549|HGNC:HGNC:19082|Ensembl:ENSG00000102452|Vega:OTTHUMG00000017295	sodium leak channel, non-selective	protein-coding
259197	NCR3	1C7|CD337|LY117|MALS|NKp30	611550	{Malaria, mild, susceptibility to}, 609148 (3)	MIM:611550|HGNC:HGNC:19077|Ensembl:ENSG00000204475|Vega:OTTHUMG00000031123	natural cytotoxicity triggering receptor 3	protein-coding
124404	SEPT12	SPGF10	611562	Spermatogenic failure 10, 614822 (3)	MIM:611562|HGNC:HGNC:26348|Ensembl:ENSG00000140623|Vega:OTTHUMG00000129481	septin 12	protein-coding
84162	KIAA1109	ALKKUCS|FSA|Tweek	611565	Alkuraya-Kucinskas syndrome, 617822 (3)	MIM:611565|HGNC:HGNC:26953|Ensembl:ENSG00000138688|Vega:OTTHUMG00000150116	KIAA1109	protein-coding
2203	FBP1	FBP	611570	Fructose-1,6-bisphosphatase deficiency, 229700 (3)	MIM:611570|HGNC:HGNC:3606|Ensembl:ENSG00000165140|Vega:OTTHUMG00000020268	fructose-bisphosphatase 1	protein-coding
286751	OTSC4		611571	{Otosclerosis 4} (2)	MIM:611571|HGNC:HGNC:19981	otosclerosis 4	unknown
399516	OTSC7		611572	Otosclerosis 7 (2)	MIM:611572|HGNC:HGNC:31084	otosclerosis 7	unknown
10667	FARS2	COXPD14|FARS1|HSPC320|PheRS|SPG77	611592	Combined oxidative phosphorylation deficiency 14, 614946 (3);Spastic paraplegia 77, autosomal recessive, 617046 (3)	MIM:611592|HGNC:HGNC:21062|Ensembl:ENSG00000145982|Vega:OTTHUMG00000014178	phenylalanyl-tRNA synthetase 2, mitochondrial	protein-coding
10907	TXNL4A	BMKS|DIB1|DIM1|SNRNP15|TXNL4|U5-15kD	611595	Burn-McKeown syndrome, 608572 (3)	MIM:611595|HGNC:HGNC:30551|Ensembl:ENSG00000141759|Vega:OTTHUMG00000180376	thioredoxin like 4A	protein-coding
100188846	CELIAC6	AIS5	611598	{Autoimmune disease, susceptibility to, 5} (2);{Celiac disease, susceptibility to, 6} (2)	MIM:611598	Celiac disease, susceptibility to, 6	unknown
10613	ERLIN1	C10orf69|Erlin-1|KE04|KEO4|SPFH1|SPG62	611604	Spastic paraplegia 62, 615681 (3)	MIM:611604|HGNC:HGNC:16947|Ensembl:ENSG00000107566|Vega:OTTHUMG00000018900	ER lipid raft associated 1	protein-coding
11160	ERLIN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	611605	Spastic paraplegia 18, autosomal recessive, 611225 (3)	MIM:611605|HGNC:HGNC:1356|Ensembl:ENSG00000147475|Vega:OTTHUMG00000164005	ER lipid raft associated 2	protein-coding
407053	MIR96	DFNA50|MIRN96|hsa-mir-96|miR-96|miRNA96	611606	Deafness, autosomal dominant 50, 613074 (3)	MIM:611606|HGNC:HGNC:31648|Ensembl:ENSG00000199158|miRBase:MI0000098	microRNA 96	ncRNA
25977	NECAP1	EIEE21	611623	?Epileptic encephalopathy, early infantile, 21, 615833 (3)	MIM:611623|HGNC:HGNC:24539|Ensembl:ENSG00000089818|Vega:OTTHUMG00000168568	NECAP endocytosis associated 1	protein-coding
100188848	FMTLE	ETL3	611630	Epilepsy, familial temporal lobe, 3 (2)	MIM:611630	Epilepsy, familial mesial temporal lobe	unknown
100144434	ETL4	EPOLM|ETOLM	611631	Epilepsy, familial temporal lobe, 4 (2)	MIM:611631	epilepsy, occipitotemporal lobe, and migraine with aura	unknown
29914	UBIAD1	SCCD|TERE1	611632	Corneal dystrophy, Schnyder type, 121800 (3)	MIM:611632|HGNC:HGNC:30791|Ensembl:ENSG00000120942|Vega:OTTHUMG00000002075	UbiA prenyltransferase domain containing 1	protein-coding
100188849	FEB9		611634	Febrile seizures, familial, 9 (2)	MIM:611634	Febrile convulsions, familial, 9	unknown
100240702	PLSA1	PLSA	611637	Primary lateral sclerosis, adult, 1 (2)	MIM:611637	Primary lateral sclerosis, adult, 1	unknown
220296	HEPACAM	GlialCAM|MLC2A|MLC2B	611642	Megalencephalic leukoencephalopathy with subcortical cysts 2A, 613925 (3);Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation, 613926 (3)	MIM:611642|HGNC:HGNC:26361|Ensembl:ENSG00000165478|Vega:OTTHUMG00000165938	hepatic and glial cell adhesion molecule	protein-coding
100188850	HSCR9		611644	{Hirschsprung disease, susceptibility to, 9} (2)	MIM:611644	Hirschsprung disease, susceptibility to, 9	unknown
64801	ARV1	EIEE38	611647	Epileptic encephalopathy, early infantile, 38, 617020 (3)	MIM:611647|HGNC:HGNC:29561|Ensembl:ENSG00000173409|Vega:OTTHUMG00000037837	ARV1 homolog, fatty acid homeostasis modulator	protein-coding
79848	CSPP1	CSPP|JBTS21	611654	Joubert syndrome 21, 615636 (3)	MIM:611654|HGNC:HGNC:26193|Ensembl:ENSG00000104218|Vega:OTTHUMG00000164564	centrosome and spindle pole associated protein 1	protein-coding
80055	PGAP1	Bst1|ISPD3024|MRT42|SPG67	611655	Mental retardation, autosomal recessive 42, 615802 (3)	MIM:611655|HGNC:HGNC:25712|Ensembl:ENSG00000197121|Vega:OTTHUMG00000132743	post-GPI attachment to proteins 1	protein-coding
128637	TBC1D20	C20orf140|WARBM4	611663	Warburg micro syndrome 4, 615663 (3)	MIM:611663|HGNC:HGNC:16133|Ensembl:ENSG00000125875|Vega:OTTHUMG00000031637	TBC1 domain family member 20	protein-coding
403313	PLPP6	PDP1|PPAPDC2|PSDP|bA6J24.6	611666	Phospholipid phosphatase 6, 611666 (3)	MIM:611666|HGNC:HGNC:23682|Ensembl:ENSG00000205808|Vega:OTTHUMG00000019466	phospholipid phosphatase 6	protein-coding
113235	SLC46A1	G21|HCP1|PCFT	611672	Folate malabsorption, hereditary, 229050 (3)	MIM:611672|HGNC:HGNC:30521|Ensembl:ENSG00000076351|Vega:OTTHUMG00000179415	solute carrier family 46 member 1	protein-coding
154288	KHDC3L	C6orf221|ECAT1|HYDM2	611687	Hydatidiform mole, recurrent, 2, 614293 (3)	MIM:611687|HGNC:HGNC:33699|Ensembl:ENSG00000203908|Vega:OTTHUMG00000015024	KH domain containing 3 like, subcortical maternal complex member	protein-coding
79827	CLMP	ACAM|ASAM|CSBM|CSBS	611693	Congenital short bowel syndrome, 615237 (3)	MIM:611693|HGNC:HGNC:24039|Ensembl:ENSG00000166250|Vega:OTTHUMG00000166031	CXADR like membrane protein	protein-coding
146057	TTBK2	SCA11|TTBK	611695	Spinocerebellar ataxia 11, 604432 (3)	MIM:611695|HGNC:HGNC:19141|Ensembl:ENSG00000128881|Vega:OTTHUMG00000175802	tau tubulin kinase 2	protein-coding
100188851	MGR12		611706	{Migraine, with or without aura, susceptibility to, 12} (2)	MIM:611706	Migraine, with or without aura, susceptibility to, 12	unknown
79644	SRD5A3	CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1	611715	Congenital disorder of glycosylation, type Iq, 612379 (3);Kahrizi syndrome, 612713 (3)	MIM:611715|HGNC:HGNC:25812|Ensembl:ENSG00000128039|Vega:OTTHUMG00000128733	steroid 5 alpha-reductase 3	protein-coding
23545	ATP6V0A2	A2|ARCL|ARCL2A|ATP6A2|ATP6N1D|J6B7|RTF|STV1|TJ6|TJ6M|TJ6S|VPH1|WSS	611716	Cutis laxa, autosomal recessive, type IIA, 219200 (3);Wrinkly skin syndrome, 278250 (3)	MIM:611716|HGNC:HGNC:18481|Ensembl:ENSG00000185344|Vega:OTTHUMG00000168723	ATPase H+ transporting V0 subunit a2	protein-coding
154881	KCTD7	CLN14|EPM3	611725	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions, 611726 (3)	MIM:611725|HGNC:HGNC:21957|Ensembl:ENSG00000243335|Vega:OTTHUMG00000129543	potassium channel tetramerization domain containing 7	protein-coding
64837	KLC2		611729	Spastic paraplegia, optic atrophy, and neuropathy, 609541 (3)	MIM:611729|HGNC:HGNC:20716|Ensembl:ENSG00000174996|Vega:OTTHUMG00000133757	kinesin light chain 2	protein-coding
324	APC	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	611731	Adenoma, periampullary, somatic (3);Adenomatous polyposis coli, 175100 (3);Brain tumor-polyposis syndrome 2, 175100 (3);Colorectal cancer, somatic, 114500 (3);Desmoid disease, hereditary, 135290 (3);Gardner syndrome, 175100 (3);Gastric cancer, somatic, 613659 (3);Hepatoblastoma, somatic, 114550 (3)	MIM:611731|HGNC:HGNC:583|Ensembl:ENSG00000134982|Vega:OTTHUMG00000128806	APC, WNT signaling pathway regulator	protein-coding
100188853	BMND7		611738	{Osteoporosis}, 166710 (2)	MIM:611738	bone mineral density quantiative trait locus 7	unknown
100188854	BMND8		611739	{Osteoporosis}, 166710 (2)	MIM:611739	bone mineral density quantiative trait locus 8	unknown
64788	LMF1	C16orf26|HMFN1876|JFP11|TMEM112|TMEM112A	611761	Lipase deficiency, combined, 246650 (3)	MIM:611761|HGNC:HGNC:14154|Ensembl:ENSG00000103227|Ensembl:ENSG00000260807|Vega:OTTHUMG00000047848	lipase maturation factor 1	protein-coding
123263	MTFMT	COXPD15|FMT1	611766	Combined oxidative phosphorylation deficiency 15, 614947 (3)	MIM:611766|HGNC:HGNC:29666|Ensembl:ENSG00000103707|Vega:OTTHUMG00000172371	mitochondrial methionyl-tRNA formyltransferase	protein-coding
137814	NKX2-6	CSX2|CTHM|NKX2F|NKX4-2	611770	Conotruncal heart malformations, 217095 (3);Persistent truncus arteriosus, 217095 (3)	MIM:611770|HGNC:HGNC:32940|Ensembl:ENSG00000180053|Vega:OTTHUMG00000163867	NK2 homeobox 6	protein-coding
29078	NDUFAF4	C6orf66|HRPAP20|HSPC125|My013|bA22L21.1	611776	Mitochondrial complex I deficiency, 252010 (3)	MIM:611776|HGNC:HGNC:21034|Ensembl:ENSG00000123545|Vega:OTTHUMG00000015246	NADH:ubiquinone oxidoreductase complex assembly factor 4	protein-coding
23171	GPD1L	GPD1-L	611778	Brugada syndrome 2, 611777 (3)	MIM:611778|HGNC:HGNC:28956|Ensembl:ENSG00000152642|Vega:OTTHUMG00000155846	glycerol-3-phosphate dehydrogenase 1 like	protein-coding
93210	PGAP3	AGLA546|CAB2|PERLD1|PP1498|hCOS16	611801	Hyperphosphatasia with mental retardation syndrome 4, 615716 (3)	MIM:611801|HGNC:HGNC:23719|Ensembl:ENSG00000161395|Vega:OTTHUMG00000179110	post-GPI attachment to proteins 3	protein-coding
60481	ELOVL5	HELO1|SCA38|dJ483K16.1	611805	Spinocerebellar ataxia 38, 615957 (3)	MIM:611805|HGNC:HGNC:21308|Ensembl:ENSG00000012660|Vega:OTTHUMG00000016249	ELOVL fatty acid elongase 5	protein-coding
65080	MRPL44	COXPD16|L44MT|MRP-L44	611849	?Combined oxidative phosphorylation deficiency 16, 615395 (3)	MIM:611849|HGNC:HGNC:16650|Ensembl:ENSG00000135900|Vega:OTTHUMG00000133164	mitochondrial ribosomal protein L44	protein-coding
100188855	MNDEC		611863	Microtia with nasolacrimal duct imperforation and eye coloboma (1)	MIM:611863	Microtia with nasolacrimal duct imperforation and eye coloboma	unknown
100188856	DEL22Q11.2	C22DDELS|C22DELq11.2	611867	Chromosome 22q11.2 deletion syndrome, distal (4)	MIM:611867	Chromosome 22q11.2 deletion syndrome, distal	unknown
2077	ERF	CHYTS|CRS4|PE-2|PE2	611888	Chitayat syndrome, 617180 (3);Craniosynostosis 4, 600775 (3)	MIM:611888|HGNC:HGNC:3444|Ensembl:ENSG00000105722|Vega:OTTHUMG00000182788	ETS2 repressor factor	protein-coding
100188857	AAA3		611891	{Aneurysm, familial abdominal 3} (2)	MIM:611891	Aneurysm, familial abdominal 3	unknown
